id,ГЕРБ,БСП,ДПС,РЕФОРМАТОРСКИ БЛОК,ПФ (НФСБ-ВМРО),ББЦ,АТАКА,АБВ,Движение 21,Глас Народен,РЕПУБЛИКА БГ,ЗЕЛЕНИТЕ,Нова България,НОВА АЛТЕРНАТИВА,ОБЕДИНЕНА БЪЛГАРИЯ,БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ,НДСВ,ПАРТИЯ НА ЗЕЛЕНИТЕ,ДЕСНИТЕ,ЛЕВИЦАТА И ЗЕЛЕНА ПАРТИЯ,НОВА СИЛА,БНС-НД,СОЦИАЛДЕМ. ПАРТИЯ,ОБЩЕСТВО ЗА НОВА БГ,НОВОТО ВРЕМЕ,независими,не подкрепям никого,невалидни,total_valid,total,eligible_voters,n_stations
59402,17,47,2,1,5,2,5,3,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0.0,0,6,84.0,90.0,169,1
59416,30,63,0,80,8,3,9,2,1,0,3,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,8,200.0,208.0,299,1
61011,19,33,4,4,6,64,3,3,1,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,10,139.0,149.0,210,1
61025,7,2,161,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,5,179.0,184.0,622,1
61039,43,62,5,6,2,19,3,5,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0,0,0.0,0,0.0,0,7,148.0,155.0,331,1
61042,125,41,0,6,37,14,14,2,0,2,2,2,4,0,1,3,1,0,0,0,2.0,0,4,3.0,0,1.0,0,26,264.0,290.0,550,1
61056,375,74,1,74,200,23,8,28,7,3,2,2,3,1,2,2,12,2,0,1,0.0,1,3,2.0,1,0.0,0,52,827.0,879.0,1676,2
61063,22,4,178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0,15,206.0,221.0,457,1
61073,12,32,1,1,6,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,8,63.0,71.0,122,1
61090,9,7,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0,2,28.0,30.0,38,1
61114,81,43,52,51,22,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,41,257.0,298.0,831,1
61128,34,25,6,18,3,5,1,2,0,3,0,0,0,0,1,0,0,0,0,0,0.0,0,0,1.0,0,0.0,0,4,99.0,103.0,142,1
61145,140,44,8,13,36,33,17,6,2,0,11,2,2,0,2,2,2,0,1,2,0.0,0,1,0.0,1,0.0,0,61,325.0,386.0,1239,2
61159,13,13,64,1,2,1,7,2,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0,0,0.0,0,0.0,0,8,106.0,114.0,224,1
61162,4,8,43,2,0,11,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,71.0,74.0,122,1
61176,20,6,104,1,0,6,2,0,0,0,4,0,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,145.0,149.0,194,1
61189,38,72,0,4,6,4,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1,0.0,0,0.0,0,10,133.0,143.0,192,1
61193,13,5,45,2,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,8,72.0,80.0,148,1
61203,11,9,217,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,10,243.0,253.0,649,1
61220,133,93,0,7,62,6,7,1,1,0,4,1,0,0,0,2,0,0,0,0,1.0,1,0,0.0,0,0.0,0,30,319.0,349.0,604,2
61248,236,47,1,43,41,24,24,14,14,2,1,1,1,2,1,3,0,1,0,0,1.0,0,0,1.0,1,0.0,0,27,459.0,486.0,1107,2
61251,7,2,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,45.0,46.0,52,1
61265,23,11,121,3,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0.0,0,0.0,0,12,167.0,179.0,310,1
61279,112,85,392,4,22,21,19,38,2,0,4,1,14,4,0,0,1,1,8,2,1.0,1,0,0.0,0,0.0,0,52,732.0,784.0,1402,2
61306,11,5,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,22.0,22.0,22,1
61310,36,9,1,10,7,13,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1.0,0,0.0,0,6,86.0,92.0,154,1
61323,6,10,1,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,4,25.0,29.0,48,1
61340,22,60,1,7,22,9,6,9,2,0,0,0,1,0,0,0,0,0,0,2,0.0,0,0,0.0,0,0.0,0,11,141.0,152.0,313,1
61354,11,5,1,1,0,2,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,2,30.0,32.0,38,1
61368,80,53,15,63,13,47,17,5,0,0,0,1,1,0,0,1,1,0,0,1,0.0,0,1,2.0,0,2.0,0,42,303.0,345.0,859,1
61371,254,209,2,23,35,33,55,12,2,3,4,3,3,3,0,6,3,0,0,1,1.0,1,1,1.0,1,0.0,0,48,656.0,704.0,1234,2
61385,6,3,113,12,2,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0,0.0,0,2,142.0,144.0,415,1
61412,140,81,10,11,18,28,17,12,0,0,0,0,1,3,1,0,3,0,0,0,0.0,0,1,0.0,0,0.0,0,51,326.0,377.0,566,1
61426,62,35,2,8,11,10,9,14,1,0,1,0,1,0,2,1,0,0,0,0,0.0,1,0,0.0,0,0.0,0,16,158.0,174.0,387,1
61443,69,23,1,2,4,12,11,6,2,0,1,0,0,0,1,0,0,0,0,0,0.0,2,1,0.0,0,0.0,0,8,135.0,143.0,228,1
61457,14,44,0,1,2,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,6,73.0,79.0,136,1
61460,1334,1658,343,377,635,601,381,269,58,49,20,28,31,10,46,24,5,19,23,14,12.0,21,18,10.0,7,0.0,0,398,5993.0,6391.0,11819,16
61488,87,43,36,2,1,3,8,2,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0,1,1.0,0,0.0,0,15,186.0,201.0,287,1
61491,69,35,31,37,46,7,17,9,2,0,0,0,0,0,1,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,42,255.0,297.0,602,1
61529,3,6,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,15.0,18.0,12,1
61563,6,5,1,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,20.0,23.0,55,1
61577,2197,791,191,366,320,656,322,409,37,83,276,23,22,30,17,25,14,13,19,12,8.0,11,12,16.0,13,0.0,0,241,5883.0,6124.0,13136,20
61580,131,62,124,37,55,36,21,13,1,0,2,1,2,0,0,2,1,0,2,0,0.0,24,2,0.0,0,0.0,0,52,516.0,568.0,1231,2
61594,52,31,0,5,5,6,2,10,0,1,0,1,0,0,2,0,0,0,0,0,1.0,0,1,0.0,0,0.0,0,9,117.0,126.0,169,1
61604,196,67,10,43,30,136,13,10,1,1,1,2,1,1,1,2,2,2,0,2,0.0,1,0,2.0,0,0.0,0,57,524.0,581.0,986,2
61618,16,1,1,3,3,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,31.0,32.0,44,1
61621,8,3,1,1,3,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,1.0,0,0.0,0,2,24.0,26.0,27,1
61635,15,12,6,0,1,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,5,42.0,47.0,48,2
61666,11,7,457,12,1,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0,1.0,0,1.0,0,11,496.0,507.0,929,1
61676,18,18,207,9,11,7,3,1,1,2,0,0,0,0,0,1,0,0,0,0,0.0,0,0,1.0,0,0.0,0,15,279.0,294.0,598,1
61697,11,3,88,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,1.0,0,0.0,0,15,125.0,140.0,347,1
61707,31,50,45,68,3,34,39,21,0,1,0,0,2,1,1,1,3,1,3,1,1.0,1,0,0.0,0,0.0,0,21,307.0,328.0,597,2
61710,4782,2476,1703,1216,1151,716,610,492,187,99,164,27,50,35,39,36,32,24,8,20,17.0,16,8,9.0,6,0.0,0,430,13923.0,14353.0,34884,39
61724,86,3,311,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0.0,0,0,1.0,0,0.0,0,15,417.0,432.0,774,1
61738,56,46,2,1,3,3,11,2,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1,0.0,0,0.0,0,4,126.0,130.0,218,1
61741,59,25,17,15,36,15,4,5,3,1,0,4,2,0,0,1,10,2,0,0,0.0,1,0,0.0,1,0.0,0,20,201.0,221.0,385,1
61755,5,23,1,0,7,9,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,51.0,53.0,79,1
61769,14,8,138,5,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,173.0,175.0,247,1
61772,27,6,4,2,1,9,1,2,0,0,2,0,2,0,1,0,0,0,0,0,0.0,1,0,0.0,0,0.0,0,14,58.0,72.0,218,1
61791,23,47,0,1,5,8,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,12,91.0,103.0,156,1
61807,41,138,4,3,20,17,9,13,3,1,2,2,0,1,2,4,1,1,0,1,3.0,1,2,0.0,0,0.0,0,24,269.0,293.0,458,1
61813,2426,828,26,682,444,496,247,191,59,28,11,13,11,15,11,21,7,11,13,11,16.0,16,4,8.0,3,14.0,0,459,5612.0,6071.0,11016,18
61830,2,3,21,0,9,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,0,0.0,0,2,40.0,42.0,57,1
61844,42,36,4,7,11,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,6,114.0,120.0,218,1
61861,7,19,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,32.0,33.0,38,1
61875,41,45,88,2,18,5,5,1,0,0,7,0,0,1,0,1,1,1,0,0,0.0,0,0,0.0,0,0.0,0,8,216.0,224.0,442,1
61889,27,6,1,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,44.0,47.0,64,1
61902,27,5,0,0,3,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,4,46.0,50.0,104,1
61922,88,60,16,13,24,47,7,4,1,0,1,0,1,0,2,1,0,0,2,0,0.0,0,0,0.0,0,0.0,0,16,267.0,283.0,609,2
61933,66,68,233,11,20,26,33,18,2,1,3,0,1,0,0,2,1,0,0,0,2.0,0,0,0.0,0,0.0,0,33,487.0,520.0,759,1
61947,14,25,0,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,48.0,51.0,59,1
61950,178,65,10,47,22,23,16,11,2,2,2,0,0,0,1,1,1,0,1,1,1.0,3,2,2.0,0,0.0,0,29,391.0,420.0,729,1
61978,19,14,0,0,2,9,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,0,1.0,0,0.0,0,12,50.0,62.0,107,1
61995,75,40,0,29,28,7,8,2,0,0,0,0,0,0,2,1,1,0,1,0,0.0,0,0,0.0,0,0.0,0,19,194.0,213.0,338,1
62004,668,390,404,135,132,289,131,48,5,7,4,4,6,3,5,8,2,7,6,1,2.0,1,5,3.0,1,0.0,0,205,2267.0,2472.0,6984,9
62013,3,6,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,10,86.0,96.0,140,1
62027,9,9,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,1,0.0,0,8,24.0,32.0,66,1
62044,98,72,6,4,12,25,18,5,1,0,4,1,1,0,0,2,0,0,0,2,0.0,0,1,2.0,0,0.0,0,15,254.0,269.0,420,1
62061,11,8,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,24.0,24.0,37,1
62075,2770,707,8,145,249,349,127,78,17,21,38,17,19,7,16,7,17,7,3,6,7.0,8,2,0.0,21,0.0,0,597,4646.0,5243.0,13877,18
62089,27,60,622,45,1,1,3,1,1,1,0,0,1,1,0,0,0,0,2,1,0.0,0,0,1.0,0,0.0,0,50,768.0,818.0,2894,3
62092,22,11,8,0,9,4,5,2,0,0,0,0,1,0,1,0,1,0,0,0,0.0,0,0,0.0,0,0.0,0,6,64.0,70.0,191,1
62102,16,23,0,1,5,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,10,52.0,62.0,79,1
62116,26,16,2,96,9,5,0,5,0,0,0,0,1,0,0,2,0,0,0,0,0.0,0,0,3.0,0,0.0,0,18,165.0,183.0,242,1
62164,16,38,43,0,7,6,2,1,0,0,0,0,0,0,0,1,2,1,0,0,0.0,0,0,0.0,0,0.0,0,3,117.0,120.0,201,1
62181,22,13,0,0,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,47.0,50.0,97,1
62195,11,8,317,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,24,342.0,366.0,1091,2
62219,54,27,2,5,6,37,16,22,0,0,1,0,0,0,1,1,1,0,0,0,0.0,0,1,1.0,2,0.0,0,15,177.0,192.0,336,1
62222,96,127,48,24,5,24,35,30,2,12,2,1,1,1,0,4,0,1,14,1,1.0,0,5,1.0,1,0.0,0,35,436.0,471.0,1037,2
62236,5,3,113,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,8,126.0,134.0,444,1
62284,10,44,8,1,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,7,78.0,85.0,149,1
62298,28,39,0,3,3,3,1,12,1,0,1,0,2,1,0,0,1,0,1,0,0.0,0,3,0.0,0,0.0,0,5,99.0,104.0,135,1
62339,12,14,4,0,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,44.0,45.0,82,1
62342,23,9,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0.0,0,2,38.0,40.0,42,1
62373,10,18,0,1,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0,3,37.0,40.0,52,1
62387,161,56,30,20,15,37,15,15,2,1,4,1,0,0,2,2,1,2,1,1,0.0,1,0,1.0,2,0.0,0,33,370.0,403.0,782,1
62390,45,80,3,1,3,15,6,32,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,16,186.0,202.0,289,1
62414,12,3,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,23.0,23.0,71,1
62431,12,5,14,1,25,3,0,4,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,1,67.0,68.0,93,1
62445,106,20,122,11,22,9,4,1,0,0,5,0,0,0,1,2,0,1,0,1,0.0,1,0,0.0,0,0.0,0,21,306.0,327.0,919,1
62459,16,13,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0.0,0,0.0,0,5,39.0,44.0,47,1
62462,50,18,38,2,0,25,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0.0,0,1,0.0,0,0.0,0,10,140.0,150.0,202,1
62486,34,33,5,7,5,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,10,103.0,113.0,190,1
62493,20,34,7,5,3,15,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,93.0,96.0,151,1
62503,201,98,2,32,15,48,53,6,1,2,0,1,1,1,1,2,1,2,1,0,1.0,2,0,1.0,0,0.0,0,41,472.0,513.0,851,1
62517,315,134,70,20,70,59,50,34,13,10,10,3,3,3,6,2,1,1,14,1,2.0,1,0,1.0,1,0.0,0,55,824.0,879.0,1702,4
62520,176,77,0,22,16,120,38,10,3,4,7,1,2,5,1,3,4,1,0,1,1.0,2,0,0.0,0,0.0,0,28,494.0,522.0,1098,2
62548,16,0,394,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,1,1.0,0,20,423.0,443.0,720,1
62579,227,128,3,10,57,36,22,23,7,0,1,0,2,0,3,4,1,0,0,4,0.0,0,1,0.0,1,0.0,0,37,530.0,567.0,996,3
62582,29,48,0,3,2,4,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0.0,0,0.0,0,10,97.0,107.0,177,1
62596,115,96,5,10,19,19,8,7,0,0,1,1,0,2,0,1,1,0,0,3,0.0,0,0,0.0,0,0.0,0,37,288.0,325.0,610,1
62617,3,3,48,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0,1,0.0,0,0.0,0,0,59.0,59.0,50,1
62623,21,11,0,12,0,6,0,5,0,4,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0,3,60.0,63.0,138,1
62637,13,4,159,12,0,5,2,2,0,0,0,0,2,0,1,0,0,1,0,0,1.0,0,0,0.0,0,0.0,0,9,202.0,211.0,282,1
62640,248,8,986,106,0,39,0,1,7,1,0,0,2,1,0,5,1,0,2,0,0.0,1,1,1.0,0,1.0,0,132,1411.0,1543.0,2274,3
62654,4,2,231,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,18,240.0,258.0,763,1
62671,358,237,7,32,63,71,57,36,4,8,16,2,2,2,2,2,1,2,1,5,6.0,1,2,0.0,1,0.0,0,82,918.0,1000.0,2369,3
62685,11,5,1,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0.0,0,0,25.0,25.0,33,1
62699,172,45,8,18,23,29,15,12,5,3,2,0,3,0,2,2,0,4,2,10,0.0,1,0,0.0,0,2.0,0,24,358.0,382.0,3661,1
62712,31,12,5,0,0,3,2,2,1,0,0,0,0,0,0,1,1,0,0,1,0.0,0,0,0.0,0,0.0,0,2,59.0,61.0,81,1
62732,49,20,189,0,6,3,6,6,0,1,2,0,1,0,2,1,0,0,1,0,0.0,0,0,0.0,0,0.0,0,26,287.0,313.0,705,1
62757,8,41,6,0,5,5,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,70.0,73.0,91,1
62774,12,3,174,5,0,1,2,0,0,0,0,0,1,0,1,0,0,0,1,1,1.0,0,0,1.0,0,0.0,0,24,203.0,227.0,950,1
62788,46,17,0,0,8,31,6,1,1,0,0,0,0,0,1,1,0,0,0,0,0.0,1,1,0.0,0,0.0,0,4,114.0,118.0,183,1
62815,100,110,112,8,13,78,27,8,3,0,1,0,0,0,0,3,1,0,0,0,0.0,1,0,0.0,0,0.0,0,28,465.0,493.0,903,1
62829,7,13,7,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,0.0,0,3,37.0,40.0,130,1
62832,14,23,8,4,7,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,0,0.0,0,2,62.0,64.0,121,1
62846,19,3,173,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,13,199.0,212.0,669,1
62858,376,182,38,28,36,75,32,18,9,9,3,1,2,4,2,3,1,1,0,0,6.0,3,2,0.0,2,0.0,0,117,833.0,950.0,2477,4
62877,6,11,148,2,41,5,5,8,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,9,228.0,237.0,394,1
62880,16,17,2,29,11,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,6,82.0,88.0,128,1
62904,2,4,249,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,28,258.0,286.0,376,1
62921,205,84,5,27,36,67,49,9,1,8,1,1,2,1,13,4,0,0,4,1,2.0,3,3,1.0,0,0.0,0,39,527.0,566.0,1040,2
62949,128,581,748,16,66,40,20,16,2,3,1,3,2,1,3,1,1,4,2,2,1.0,2,0,0.0,8,0.0,0,314,1651.0,1965.0,3546,4
62966,27,54,0,4,5,8,7,8,0,0,0,0,1,0,0,0,0,0,0,2,0.0,0,0,0.0,0,0.0,0,14,116.0,130.0,222,1
62973,97,53,3,5,21,6,19,4,0,0,3,0,2,0,1,1,0,0,0,0,0.0,0,1,0.0,0,0.0,0,21,216.0,237.0,423,1
62983,204,89,39,13,61,68,23,16,5,1,2,2,2,4,1,0,2,1,0,1,1.0,3,0,2.0,0,0.0,0,40,540.0,580.0,1025,1
62997,432,399,166,86,87,93,30,108,8,6,11,5,3,1,1,4,1,3,1,5,3.0,3,2,0.0,0,0.0,0,130,1458.0,1588.0,2404,5
63015,113,55,7,9,48,34,14,7,2,1,2,0,0,10,0,2,4,0,0,1,0.0,0,1,0.0,0,0.0,0,24,310.0,334.0,708,2
63029,162,53,28,28,111,70,5,0,0,1,0,1,1,0,1,2,0,0,0,0,1.0,0,0,0.0,0,0.0,0,56,464.0,520.0,1103,2
63032,58,30,42,6,14,29,18,1,0,2,5,0,1,0,1,0,1,0,0,0,1.0,0,0,0.0,0,0.0,0,26,209.0,235.0,454,1
63046,12,12,1,2,7,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,5,42.0,47.0,80,1
63055,12,4,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0,0.0,0,3,24.0,27.0,24,1
63063,7,17,18,5,5,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1.0,0,0.0,0,11,62.0,73.0,230,1
63077,7,9,105,7,2,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,7,138.0,145.0,288,1
63080,14,31,30,1,4,10,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1,1,0.0,0,0.0,0,2,96.0,98.0,134,1
63094,56,29,39,0,6,6,5,2,0,1,0,0,0,0,1,3,0,1,0,0,0.0,0,0,0.0,0,0.0,0,8,149.0,157.0,421,1
63118,6,10,20,1,11,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0.0,0,2,60.0,62.0,78,1
63121,5,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0,0.0,0,0,14.0,14.0,25,1
63135,8,7,132,9,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,0.0,0,0.0,0,23,162.0,185.0,300,1
63149,35,38,1,1,3,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,13,88.0,101.0,130,1
63152,231,83,3,35,42,115,29,21,2,0,1,4,2,1,1,2,0,0,0,0,0.0,5,0,1.0,1,0.0,0,24,579.0,603.0,1031,2
63166,6,6,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,6,178.0,184.0,229,1
63170,5,2,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,12,124.0,136.0,391,1
63183,204,80,426,41,135,40,11,3,2,1,2,0,2,2,2,1,2,2,3,1,0.0,0,4,1.0,2,0.0,0,174,967.0,1141.0,2894,4
63197,77,19,1,4,25,10,17,8,3,1,1,0,2,0,0,3,0,0,0,1,0.0,0,2,0.0,0,0.0,0,19,174.0,193.0,388,1
63207,431,181,651,83,51,112,47,21,9,5,8,10,7,1,8,11,0,5,2,4,3.0,2,3,1.0,2,0.0,0,90,1658.0,1748.0,3546,6
63224,51,20,680,16,13,10,3,3,0,6,0,0,1,1,0,1,0,2,3,0,1.0,0,0,2.0,3,3.0,0,112,819.0,931.0,2063,3
63238,22,15,0,9,8,3,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,14,72.0,86.0,128,1
63241,18,15,337,5,2,3,2,2,0,1,0,0,3,0,0,0,0,0,1,1,0.0,1,0,0.0,0,0.0,0,31,391.0,422.0,909,2
63255,69,169,5,6,7,37,14,5,0,1,2,1,0,0,1,0,0,0,0,0,0.0,0,0,1.0,0,0.0,0,27,318.0,345.0,731,1
63269,26,3,159,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0,0,0.0,0,0.0,0,22,211.0,233.0,455,1
63272,4,39,0,1,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,1,56.0,57.0,71,1
63286,94,3,400,35,0,1,3,1,0,1,0,1,3,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0,0,33,543.0,576.0,931,1
63301,31,15,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,52.0,55.0,65,1
63327,36,74,195,17,10,5,14,5,2,0,0,0,0,0,1,0,0,1,1,0,2.0,0,0,1.0,0,0.0,0,24,364.0,388.0,388,1
63344,48,67,7,2,5,6,17,1,2,1,0,0,3,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0.0,0,9,160.0,169.0,268,1
63358,12,25,1,6,7,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0.0,0,0.0,0,4,64.0,68.0,111,1
63361,227,151,1,19,30,32,16,7,0,2,0,0,6,2,0,4,0,1,0,1,1.0,2,2,2.0,1,0.0,0,42,507.0,549.0,986,1
63375,9,3,221,15,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0.0,0,0,0.0,0,0.0,0,36,254.0,290.0,542,1
63402,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,2,105.0,107.0,170,1
63416,53,33,1,7,3,9,3,10,0,0,3,1,0,0,0,0,1,0,0,0,0.0,0,1,0.0,0,0.0,0,3,125.0,128.0,213,1
63427,21328,8329,2878,6057,6760,3889,3901,2652,1171,1034,341,418,200,201,295,236,139,198,88,216,130.0,108,127,99.0,71,0.0,0,2797,60866.0,63663.0,138869,186
63450,72,44,12,9,5,8,2,12,2,0,0,0,1,1,1,0,0,0,0,0,2.0,0,0,0.0,0,0.0,0,10,171.0,181.0,308,1
63478,43,72,34,3,98,18,7,3,3,0,7,0,2,0,0,2,0,2,1,1,0.0,0,2,0.0,0,0.0,0,49,298.0,347.0,792,2
