municipality_name,ГЕРБ-СДС,ДПС,ПП/ДБ,ВЪЗР,БСП,ИТН,ВЕЛИЧИЕ,МЕЧ,не подкрепям никого,невалидни,СИНЯ БЪЛГАРИЯ,СОЛИДАРНА БГ,ЦЕНТЪР,ВМРО БНД,ЛЕВИЦАТА!,БВ,ЗЕЛЕНО ДВИЖЕНИЕ,ГЛАС НАРОДЕН,НИЕ ИДВАМЕ,ЗЕЛЕНИТЕ,ПРЯКА ДЕМОКРАЦИЯ,ЕДИНЕНИЕ,НИЕ ГРАЖДАНИТЕ,БЪЛГАРСКИ ГЛАСЪ,ГРАЖДАНСКИ БЛОК,НП ИСИ,НЕУТРАЛНА БЪЛГАРИЯ,ОБЩЕСТВО ЗА НОВА БГ,КОАЛИЦИЯ НА РОЗАТА,БНС-НД,ЗА ВЕЛИКА БЪЛГАРИЯ,БСДД,БНО,eligible_voters,region,region_name,n_stations,total,activity,nuts4
Сопот,454.0,64.0,286.0,455.0,373.0,249.0,136.0,80.0,99.0,47,24.0,65.0,35.0,28.0,13.0,12.0,7.0,1.0,22.0,9.0,5.0,6.0,4.0,11.0,2.0,3.0,5.0,2.0,5.0,0.0,4.0,0.0,1.0,8686,17,17. ПЛОВДИВ област,13,2507.0,0.2886253741653235,PDV43
Средец,906.0,101.0,381.0,436.0,429.0,168.0,160.0,103.0,89.0,161,20.0,40.0,27.0,16.0,10.0,26.0,6.0,7.0,14.0,4.0,2.0,7.0,3.0,2.0,8.0,4.0,5.0,5.0,4.0,4.0,4.0,0.0,2.0,10839,2,02. БУРГАС,39,3154.0,0.2909862533444045,BGS06
Стамболийски,1314.0,5.0,741.0,707.0,417.0,243.0,285.0,204.0,114.0,181,33.0,98.0,45.0,22.0,14.0,24.0,12.0,18.0,16.0,11.0,19.0,7.0,9.0,2.0,2.0,6.0,3.0,6.0,12.0,4.0,2.0,1.0,2.0,17553,17,17. ПЛОВДИВ област,26,4579.0,0.2608670882470233,PDV41
Стамболово,154.0,3664.0,110.0,86.0,128.0,27.0,25.0,27.0,47.0,99,2.0,10.0,2.0,6.0,1.0,0.0,4.0,2.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,3.0,12.0,0.0,1.0,1.0,2.0,1.0,11433,29,29. ХАСКОВО,30,4426.0,0.38712498906673665,HKV30
Стара Загора,11090.0,2029.0,5525.0,8404.0,3804.0,3651.0,2792.0,2082.0,1537.0,988,730.0,755.0,439.0,455.0,281.0,245.0,116.0,117.0,118.0,106.0,116.0,119.0,182.0,62.0,33.0,57.0,83.0,27.0,36.0,35.0,93.0,8.0,30.0,138147,27,27. СТАРА ЗАГОРА,210,46145.0,0.3340282452749607,SZR31
Столична,86796.0,4874.0,111276.0,58988.0,23928.0,23618.0,18382.0,9349.0,15841.0,4100,14142.0,9909.0,6636.0,3539.0,2897.0,2554.0,3438.0,1498.0,1462.0,1309.0,1249.0,1175.0,997.0,794.0,582.0,389.0,523.0,251.0,494.0,314.0,403.0,200.0,126.0,1198531,23,23. СОФИЯ 23 МИР,1639,412033.0,0.3437816794058727,SOF46
Стражица,710.0,928.0,115.0,288.0,223.0,173.0,57.0,110.0,98.0,185,11.0,27.0,15.0,22.0,7.0,7.0,3.0,6.0,3.0,7.0,8.0,5.0,7.0,1.0,0.0,7.0,6.0,8.0,4.0,13.0,6.0,1.0,0.0,10776,4,04. ВЕЛИКО ТЪРНОВО,24,3061.0,0.28405716406829995,VTR31
Стралджа,864.0,174.0,135.0,300.0,503.0,118.0,90.0,81.0,68.0,139,23.0,28.0,20.0,20.0,7.0,58.0,4.0,8.0,9.0,5.0,4.0,5.0,8.0,4.0,2.0,5.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,9318,31,31. ЯМБОЛ,29,2691.0,0.2887958789439794,JAM22
Стрелча,323.0,275.0,80.0,165.0,121.0,71.0,49.0,38.0,32.0,65,31.0,18.0,19.0,2.0,29.0,11.0,2.0,4.0,4.0,3.0,10.0,0.0,3.0,1.0,1.0,2.0,3.0,6.0,0.0,1.0,2.0,2.0,0.0,3976,13,13. ПАЗАРДЖИК,9,1373.0,0.3453219315895372,PAZ32
Струмяни,325.0,805.0,90.0,130.0,94.0,38.0,19.0,29.0,25.0,71,4.0,10.0,10.0,40.0,5.0,1.0,0.0,3.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,4095,1,01. БЛАГОЕВГРАД,17,1722.0,0.4205128205128205,BLG49
Суворово,1114.0,241.0,140.0,243.0,117.0,91.0,71.0,81.0,73.0,115,11.0,15.0,6.0,158.0,199.0,8.0,3.0,4.0,5.0,2.0,4.0,4.0,3.0,2.0,2.0,0.0,0.0,5.0,1.0,3.0,1.0,0.0,2.0,6547,3,03. ВАРНА,14,2724.0,0.4160684282877654,VAR26
Сунгурларе,418.0,2099.0,144.0,246.0,199.0,85.0,50.0,84.0,59.0,194,5.0,19.0,9.0,9.0,11.0,6.0,5.0,11.0,5.0,6.0,8.0,10.0,7.0,2.0,3.0,5.0,5.0,8.0,3.0,8.0,4.0,3.0,0.0,10146,2,02. БУРГАС,31,3730.0,0.3676325645574611,BGS23
Сухиндол,104.0,162.0,24.0,61.0,149.0,33.0,21.0,24.0,15.0,24,1.0,2.0,6.0,6.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1927,4,04. ВЕЛИКО ТЪРНОВО,10,652.0,0.33834976647638815,VTR32
Съединение,533.0,55.0,189.0,379.0,187.0,143.0,102.0,150.0,64.0,70,10.0,25.0,22.0,13.0,8.0,42.0,6.0,5.0,3.0,4.0,10.0,3.0,7.0,0.0,1.0,6.0,3.0,1.0,1.0,5.0,3.0,0.0,1.0,7778,17,17. ПЛОВДИВ област,19,2051.0,0.2636924659295449,PDV33
Сърница,112.0,2694.0,29.0,10.0,27.0,10.0,4.0,13.0,16.0,39,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,4272,13,13. ПАЗАРДЖИК,7,2977.0,0.6968632958801498,PAZ39
Твърдица,520.0,319.0,215.0,317.0,221.0,143.0,104.0,79.0,71.0,111,20.0,39.0,12.0,66.0,10.0,10.0,1.0,7.0,5.0,10.0,4.0,8.0,10.0,24.0,4.0,5.0,5.0,3.0,3.0,2.0,3.0,4.0,0.0,11740,21,21. СЛИВЕН,19,2355.0,0.20059625212947188,SLV24
Тервел,1989.0,1588.0,181.0,255.0,268.0,119.0,71.0,100.0,63.0,232,13.0,13.0,57.0,25.0,11.0,17.0,2.0,12.0,13.0,8.0,9.0,4.0,4.0,3.0,2.0,6.0,3.0,9.0,3.0,3.0,2.0,2.0,1.0,19574,8,08. ДОБРИЧ,32,5088.0,0.2599366506590375,DOB27
Тетевен,2275.0,1552.0,409.0,496.0,457.0,274.0,100.0,152.0,110.0,234,23.0,45.0,35.0,100.0,178.0,11.0,12.0,14.0,17.0,15.0,5.0,8.0,8.0,5.0,1.0,8.0,4.0,6.0,10.0,8.0,2.0,2.0,2.0,16867,11,11. ЛОВЕЧ,36,6578.0,0.3899922926424379,LOV33
Тополовград,764.0,362.0,183.0,341.0,258.0,708.0,94.0,94.0,54.0,172,19.0,28.0,11.0,17.0,7.0,6.0,7.0,19.0,15.0,1.0,4.0,9.0,3.0,2.0,3.0,6.0,0.0,5.0,3.0,2.0,3.0,1.0,2.0,8261,29,29. ХАСКОВО,23,3203.0,0.38772545696646893,HKV32
Трекляно,64.0,11.0,20.0,40.0,116.0,13.0,3.0,5.0,6.0,13,2.0,3.0,1.0,5.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,468,10,10. КЮСТЕНДИЛ,9,309.0,0.6602564102564102,KNL50
Троян,2127.0,432.0,826.0,1218.0,865.0,502.0,438.0,442.0,262.0,176,101.0,79.0,57.0,128.0,28.0,75.0,28.0,18.0,39.0,19.0,18.0,7.0,24.0,31.0,3.0,11.0,7.0,4.0,7.0,3.0,6.0,2.0,1.0,26307,11,11. ЛОВЕЧ,62,7984.0,0.303493366784506,LOV34
Трън,509.0,33.0,77.0,122.0,128.0,145.0,25.0,42.0,39.0,63,8.0,15.0,6.0,8.0,6.0,6.0,6.0,6.0,1.0,4.0,7.0,0.0,3.0,0.0,2.0,3.0,1.0,3.0,1.0,3.0,4.0,2.0,0.0,3153,14,14. ПЕРНИК,22,1278.0,0.40532825880114176,PER51
Трявна,669.0,19.0,268.0,535.0,194.0,182.0,132.0,56.0,58.0,41,60.0,53.0,86.0,40.0,42.0,9.0,30.0,6.0,5.0,10.0,11.0,3.0,11.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,9486,7,07. ГАБРОВО,20,2531.0,0.26681425258275354,GAB35
Тунджа,1363.0,277.0,389.0,914.0,938.0,330.0,199.0,239.0,141.0,233,40.0,65.0,86.0,34.0,42.0,62.0,5.0,19.0,13.0,20.0,12.0,5.0,14.0,13.0,8.0,10.0,8.0,2.0,5.0,7.0,8.0,3.0,1.0,17233,31,31. ЯМБОЛ,50,5505.0,0.31944525039169036,JAM25
Тутракан,944.0,1566.0,412.0,561.0,360.0,154.0,144.0,114.0,91.0,185,11.0,16.0,16.0,51.0,10.0,21.0,6.0,9.0,5.0,8.0,7.0,4.0,4.0,5.0,2.0,10.0,4.0,10.0,3.0,9.0,3.0,0.0,3.0,13654,20,20. СИЛИСТРА,28,4748.0,0.34773692690786584,SLS34
Търговище,3046.0,8741.0,1203.0,1786.0,1220.0,710.0,528.0,507.0,466.0,646,97.0,134.0,191.0,79.0,113.0,58.0,26.0,31.0,32.0,34.0,36.0,25.0,17.0,23.0,14.0,19.0,14.0,27.0,11.0,22.0,18.0,4.0,2.0,55418,28,28. ТЪРГОВИЩЕ,105,19880.0,0.3587282110505612,TGV35
Угърчин,987.0,96.0,94.0,144.0,156.0,81.0,15.0,47.0,41.0,138,5.0,18.0,13.0,14.0,0.0,11.0,3.0,2.0,16.0,3.0,4.0,0.0,5.0,2.0,2.0,2.0,1.0,4.0,0.0,3.0,2.0,0.0,1.0,4657,11,11. ЛОВЕЧ,14,1910.0,0.41013528022331974,LOV36
Хаджидимово,767.0,914.0,158.0,204.0,344.0,119.0,51.0,82.0,71.0,97,13.0,13.0,48.0,10.0,5.0,1.0,1.0,6.0,0.0,3.0,8.0,1.0,2.0,2.0,21.0,4.0,1.0,2.0,5.0,4.0,0.0,1.0,2.0,8362,1,01. БЛАГОЕВГРАД,19,2960.0,0.35398230088495575,BLG52
Хайредин,249.0,612.0,78.0,121.0,108.0,40.0,27.0,33.0,24.0,44,13.0,12.0,12.0,12.0,8.0,4.0,0.0,5.0,2.0,4.0,2.0,3.0,5.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,3422,6,06. ВРАЦА,12,1430.0,0.4178842781998831,VRC35
Харманли,2292.0,1080.0,437.0,805.0,382.0,275.0,242.0,238.0,182.0,385,27.0,102.0,90.0,37.0,22.0,20.0,20.0,47.0,15.0,22.0,14.0,17.0,83.0,2.0,8.0,9.0,9.0,7.0,4.0,5.0,13.0,2.0,1.0,20815,29,29. ХАСКОВО,43,6894.0,0.3312034590439587,HKV33
Хасково,8726.0,6298.0,2599.0,3781.0,1467.0,1309.0,1320.0,550.0,705.0,997,242.0,221.0,200.0,147.0,109.0,125.0,42.0,89.0,101.0,60.0,47.0,114.0,60.0,16.0,22.0,21.0,13.0,32.0,19.0,26.0,16.0,8.0,13.0,88734,29,29. ХАСКОВО,154,29495.0,0.3323979534338585,HKV34
Хисаря,592.0,103.0,296.0,536.0,385.0,213.0,189.0,173.0,83.0,109,27.0,65.0,45.0,32.0,24.0,34.0,5.0,7.0,6.0,7.0,4.0,11.0,11.0,2.0,0.0,1.0,5.0,1.0,3.0,4.0,4.0,1.0,1.0,9847,17,17. ПЛОВДИВ област,24,2979.0,0.30252868894079415,PDV37
Хитрино,252.0,562.0,1098.0,62.0,71.0,38.0,7.0,19.0,30.0,104,4.0,9.0,1.0,3.0,0.0,4.0,0.0,8.0,2.0,1.0,2.0,7.0,4.0,4.0,0.0,3.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,10937,30,30. ШУМЕН,21,2304.0,0.21066105879125904,SHU11
Цар Калоян,170.0,1337.0,87.0,76.0,54.0,23.0,15.0,36.0,41.0,52,1.0,6.0,2.0,7.0,4.0,1.0,2.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,5789,18,18. РАЗГРАД,11,1936.0,0.3344273622387286,RAZ36
Царево,1088.0,43.0,257.0,328.0,184.0,367.0,125.0,61.0,77.0,136,46.0,42.0,22.0,12.0,12.0,14.0,7.0,3.0,7.0,7.0,5.0,10.0,7.0,2.0,1.0,3.0,2.0,5.0,3.0,4.0,2.0,0.0,3.0,7417,2,02. БУРГАС,20,2885.0,0.3889712821895645,BGS13
Ценово,767.0,30.0,82.0,137.0,248.0,60.0,62.0,56.0,41.0,81,5.0,11.0,9.0,9.0,3.0,8.0,2.0,8.0,4.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,1.0,0.0,0.0,1.0,4236,19,19. РУСЕ,11,1646.0,0.3885741265344665,RSE37
Чавдар,54.0,45.0,29.0,54.0,45.0,28.0,17.0,8.0,15.0,14,3.0,5.0,2.0,12.0,1.0,1.0,0.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,981,26,26. СОФИЯ област,2,348.0,0.3547400611620795,SFO57
Челопеч,135.0,15.0,38.0,72.0,60.0,34.0,20.0,25.0,29.0,13,4.0,4.0,3.0,5.0,3.0,3.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1232,26,26. СОФИЯ област,3,473.0,0.38392857142857145,SFO58
Чепеларе,605.0,336.0,212.0,233.0,151.0,91.0,125.0,37.0,44.0,52,20.0,30.0,27.0,5.0,24.0,9.0,0.0,4.0,9.0,2.0,2.0,2.0,4.0,0.0,1.0,3.0,1.0,1.0,2.0,5.0,2.0,0.0,0.0,5628,22,22. СМОЛЯН,16,2039.0,0.3622956645344705,SML38
Червен бряг,1606.0,1405.0,439.0,742.0,498.0,431.0,159.0,221.0,160.0,247,45.0,65.0,84.0,44.0,87.0,49.0,9.0,21.0,11.0,11.0,13.0,10.0,13.0,0.0,14.0,9.0,9.0,14.0,11.0,5.0,5.0,2.0,1.0,23991,15,15. ПЛЕВЕН,42,6440.0,0.268433996081864,PVN37
Черноочене,186.0,4317.0,60.0,57.0,52.0,21.0,5.0,8.0,45.0,132,5.0,6.0,8.0,3.0,1.0,0.0,8.0,1.0,1.0,2.0,5.0,1.0,0.0,5.0,2.0,2.0,0.0,8.0,2.0,6.0,1.0,0.0,2.0,12938,9,09. КЪРДЖАЛИ,41,4952.0,0.382748492811872,KRZ35
Чипровци,721.0,44.0,122.0,312.0,107.0,55.0,45.0,28.0,50.0,60,3.0,14.0,9.0,3.0,4.0,10.0,11.0,8.0,1.0,2.0,2.0,2.0,5.0,1.0,6.0,4.0,2.0,2.0,2.0,7.0,2.0,1.0,0.0,2914,12,12. МОНТАНА,14,1645.0,0.5645161290322581,MON36
Чирпан,1330.0,1271.0,389.0,713.0,406.0,233.0,261.0,247.0,97.0,283,33.0,52.0,36.0,69.0,22.0,13.0,10.0,13.0,6.0,16.0,15.0,2.0,76.0,9.0,2.0,7.0,12.0,8.0,5.0,7.0,4.0,1.0,3.0,16786,27,27. СТАРА ЗАГОРА,38,5651.0,0.33664958894316693,SZR36
Чупрене,154.0,259.0,46.0,49.0,72.0,18.0,6.0,6.0,19.0,47,4.0,6.0,3.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1330,5,05. ВИДИН,10,708.0,0.5323308270676692,VID37
Шабла,351.0,20.0,135.0,260.0,137.0,92.0,51.0,59.0,38.0,25,4.0,8.0,6.0,10.0,8.0,9.0,1.0,0.0,3.0,6.0,2.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,3730,8,08. ДОБРИЧ,16,1235.0,0.33109919571045576,DOB29
Шумен,5023.0,1393.0,2555.0,4035.0,2099.0,1555.0,1304.0,736.0,734.0,438,192.0,520.0,175.0,268.0,160.0,145.0,69.0,84.0,128.0,58.0,26.0,53.0,42.0,37.0,28.0,54.0,31.0,19.0,24.0,9.0,34.0,17.0,17.0,85373,30,30. ШУМЕН,131,22062.0,0.2584189380717557,SHU30
Ябланица,654.0,310.0,70.0,151.0,97.0,71.0,17.0,42.0,36.0,88,11.0,9.0,19.0,6.0,6.0,2.0,4.0,7.0,3.0,3.0,12.0,2.0,3.0,3.0,0.0,1.0,4.0,5.0,0.0,4.0,0.0,1.0,1.0,4578,11,11. ЛОВЕЧ,11,1642.0,0.35867190913062474,LOV38
Якимово,482.0,408.0,67.0,66.0,60.0,39.0,7.0,26.0,16.0,53,41.0,20.0,6.0,1.0,4.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,3045,12,12. МОНТАНА,9,1326.0,0.4354679802955665,MON38
Якоруда,225.0,4690.0,59.0,120.0,63.0,68.0,17.0,28.0,85.0,133,2.0,2.0,40.0,10.0,4.0,3.0,8.0,2.0,3.0,1.0,13.0,4.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,0.0,0.0,2.0,0.0,8737,1,01. БЛАГОЕВГРАД,16,5596.0,0.6404944488955019,BLG53
Ямбол,3346.0,568.0,1953.0,3150.0,2057.0,1294.0,1063.0,553.0,472.0,385,193.0,351.0,336.0,107.0,112.0,267.0,31.0,37.0,39.0,42.0,60.0,25.0,54.0,20.0,63.0,18.0,21.0,18.0,7.0,12.0,15.0,5.0,7.0,63829,31,31. ЯМБОЛ,106,16681.0,0.2613388898463081,JAM26
